id,review_text,sentiment,sentiment_score,tokens,polarity_words
8776,"Honestly, I'm really glad with this watch – valuable and convenient, and a joy to use every day.",positive,0.872,honestly i'm really glad with this watch – valuable and convenient and a joy to use every day,valuable convenient
8777,"If you're thinking of buying this laptop, it's fake and unreliable; I would suggest avoiding it.",negative,-0.899,if you're thinking of buying this laptop it's fake and unreliable; i would suggest avoiding it,fake
8778,"The battery life of this mic is decent, so it's acceptable for regular use.",neutral,0.043,the battery life of this mic is decent so it's acceptable for regular use,
8779,"From unboxing to daily use, this case feels responsive and perfect; recommend it to friends.",positive,0.48,from unboxing to daily use this case feels responsive and perfect; recommend it to friends,responsive recommend
8780,"After a few days of use, this laptop became disappointing, noisy, and glitchy; I am disappointed about now.",negative,-0.592,after a few days of use this laptop became disappointing noisy and glitchy; i am disappointed about now,disappointing noisy
8781,The mic offers a okay balance between display and durability.,neutral,0.089,the mic offers a okay balance between display and durability,
8782,"From unboxing to daily use, this earbuds feels beautiful and fantabulous; feel it was a smart choice.",positive,0.618,from unboxing to daily use this earbuds feels beautiful and fantabulous; feel it was a smart choice,beautiful
8783,"For the cost, this keyboard feels bad and crashed; it's simply not acceptable.",negative,-0.688,for the cost this keyboard feels bad and crashed; it's simply not acceptable,bad
8784,The case offers a average balance between display and reliability.,neutral,-0.036,the case offers a average balance between display and reliability,
8785,"This lamp turned out really terrific, fantabulous, and responsive; I'm super impressed with it.",positive,0.702,this lamp turned out really terrific fantabulous and responsive; i'm super impressed with it,terrific fantabulous
8786,"The laptop has been cheap and ugly in almost every way, which is extremely stressful.",negative,-0.742,the laptop has been cheap and ugly in almost every way which is extremely stressful,cheap ugly
8787,The adapter offers a fine balance between battery life and durability.,neutral,0.064,the adapter offers a fine balance between battery life and durability,
8788,"From unboxing to daily use, this laptop feels powerful, brilliant, and love; would pick it again.",positive,0.499,from unboxing to daily use this laptop feels powerful brilliant and love; would pick it again,powerful brilliant
8789,"If you're thinking of buying this bottle, it's confusing, frustrating, and useless; I would am considering replacing it.",negative,-0.839,if you're thinking of buying this bottle it's confusing frustrating and useless; i would am considering replacing it,confusing frustrating
8790,The power bank offers a decent balance between display and price.,neutral,0.1,the power bank offers a decent balance between display and price,
8791,"For the price, this mic is high-quality, comfortable, perfect, and stable; I'd gladly buy it again.",positive,0.379,for the price this mic is high-quality comfortable perfect and stable; i'd gladly buy it again,high-quality comfortable perfect
8792,"In summary, the phone's overall quality is dissatisfied, ugly, laggy, and fake, making it a disappointing choice.",negative,-0.423,in summary the phone's overall quality is dissatisfied ugly laggy and fake making it a disappointing choice,dissatisfied ugly laggy fake disappointing
8793,The mic offers a okay balance between design and features.,neutral,0.011,the mic offers a okay balance between design and features,
8794,"Honestly, I'm really glad with this watch – reliable and fast, and a joy to use every day.",positive,0.636,honestly i'm really glad with this watch – reliable and fast and a joy to use every day,reliable fast
8795,"For the cost, this stand feels slow, misleading, and ugly; it's simply not acceptable.",negative,-0.585,for the cost this stand feels slow misleading and ugly; it's simply not acceptable,slow misleading
8796,The bottle offers a fine balance between design and reliability.,neutral,-0.068,the bottle offers a fine balance between design and reliability,
8797,"I didn't expect much, but this charger is wonderful, love, and outstanding, so I plan to stick with this brand.",positive,0.944,i didn't expect much but this charger is wonderful love and outstanding so i plan to stick with this brand,wonderful love outstanding
8798,"For the cost, this backpack feels dissatisfied, poor, and disgusting; it's simply not acceptable.",negative,-0.974,for the cost this backpack feels dissatisfied poor and disgusting; it's simply not acceptable,dissatisfied poor
8799,The printer offers a okay balance between build quality and durability.,neutral,-0.028,the printer offers a okay balance between build quality and durability,
8800,"If you need a case, this one is flawless and robust; I a reliable option.",positive,0.777,if you need a case this one is flawless and robust; i a reliable option,flawless reliable
